categoty,link,top_category
"
Посудомоечные машины
",https://bt.rozetka.com.ua/dishwashers/c80123/,Бытовая техника
"
Профессиональная техника
",https://bt.rozetka.com.ua/prof_technics/c80121/,Бытовая техника
"
Аксессуары к кбт
",https://bt.rozetka.com.ua/accessories_bigbt/c80177/,Бытовая техника
"
Встраиваемая техника
",https://bt.rozetka.com.ua/builtin/c80078/,Бытовая техника
"
Прочая встраиваемая техника
",https://bt.rozetka.com.ua/dif_builtin/c80178/,Бытовая техника
"
Аксессуары к вбт
",https://bt.rozetka.com.ua/accessories_builtin/c80185/,Бытовая техника
"
Вытяжные вентиляторы
",https://bt.rozetka.com.ua/vytyajnye-ventilyatory/c3730584/,Бытовая техника
"
Измельчители пищевых отходов
",https://bt.rozetka.com.ua/waste_disposers/c80134/,Бытовая техника
"
Обогреватели
",https://bt.rozetka.com.ua/heaters/c80192/,Бытовая техника
"
Тепловентиляторы
",https://bt.rozetka.com.ua/fan_heaters/c80250/,Бытовая техника
"
Бойлеры
",https://bt.rozetka.com.ua/boilers/c80131/,Бытовая техника
"
Бойлеры косвенного нагрева
",https://bt.rozetka.com.ua/boylery-kosvennogo-nagreva/c3684590/,Бытовая техника
"
Кондиционеры
",https://bt.rozetka.com.ua/air_conditioners/c80133/,Бытовая техника
"
Вентиляторы
",https://bt.rozetka.com.ua/fans/c80186/,Бытовая техника
"
Климатические комплексы
",https://bt.rozetka.com.ua/klimaticheskie-kompleksy/c238247/,Бытовая техника
"
Котлы газовые
",https://bt.rozetka.com.ua/kotly-gazovye/c117206/,Бытовая техника
"
Котлы твердотопливные
",https://bt.rozetka.com.ua/kotly-tverdotoplivnye/c232175/,Бытовая техника
"
Котлы электрические
",https://bt.rozetka.com.ua/kotly-elektricheskie/c155960/,Бытовая техника
"
Увлажнители воздуха
",https://bt.rozetka.com.ua/humidifiers/c80130/,Бытовая техника
"
Метеостанции и барометры
",https://bt.rozetka.com.ua/miniweather_stations/c80183/,Бытовая техника
"
Очистители воздуха
",https://bt.rozetka.com.ua/air_cleaners/c80128/,Бытовая техника
"
Осушители воздуха
",https://bt.rozetka.com.ua/osushiteli-vozduha/c388104/,Бытовая техника
"
Водонагреватели
",https://bt.rozetka.com.ua/vodonagrevateli/c82795/,Бытовая техника
"
Конвекторы
",https://bt.rozetka.com.ua/heat_convectors/c80252/,Бытовая техника
"
Анемометры
",https://bt.rozetka.com.ua/anemometry/c307032/,Бытовая техника
"
Термометры и гигрометры
",https://bt.rozetka.com.ua/242289/c242289/,Бытовая техника
"
Масляные радиаторы
",https://bt.rozetka.com.ua/oil_radiators/c80248/,Бытовая техника
"
Аксессуары к климатической технике
",https://bt.rozetka.com.ua/aksessuary-k-klimaticheskoy-tehnike/c150072/,Бытовая техника
"
Инфракрасные обогреватели
",https://bt.rozetka.com.ua/ir_heaters/c80247/,Бытовая техника
"
Мультиварки
",https://bt.rozetka.com.ua/multivarki/c112986/,Бытовая техника
"
Микроволновые печи
",https://bt.rozetka.com.ua/microwaves/c80162/,Бытовая техника
"
Блендеры
",https://bt.rozetka.com.ua/blenders/c80155/,Бытовая техника
"
Кофеварки
",https://bt.rozetka.com.ua/coffee_machines/c80164/,Бытовая техника
"
Электрочайники
",https://bt.rozetka.com.ua/electric_kettles/c80160/,Бытовая техника
"
Мясорубки
",https://bt.rozetka.com.ua/meat_choppers/c80176/,Бытовая техника
"
Кухонные комбайны
",https://bt.rozetka.com.ua/kitchen_machines/c80163/,Бытовая техника
"
Сушилки для овощей и фруктов
",https://bt.rozetka.com.ua/fruit_vegetable_dryers/c80697/,Бытовая техника
"
Соковыжималки
",https://bt.rozetka.com.ua/squeezers/c80153/,Бытовая техника
"
Грили и электрошашлычницы
",https://bt.rozetka.com.ua/grills/c81235/,Бытовая техника
"
Бутербродницы и вафельницы
",https://bt.rozetka.com.ua/sandwich_makers/c80180/,Бытовая техника
"
Настольные плиты
",https://bt.rozetka.com.ua/nastolnye-plity/c81667/,Бытовая техника
"
Миксеры
",https://bt.rozetka.com.ua/mixers/c80156/,Бытовая техника
"
Техника для кухни
",https://bt.rozetka.com.ua/tehnika-dlya-kuhni/c435974/,Бытовая техника
"
Аппараты для газирования
",https://bt.rozetka.com.ua/208243/c208243/,Бытовая техника
"
Аэрогрили
",https://bt.rozetka.com.ua/airgrills/c81089/,Бытовая техника
"
Блендеры
",https://bt.rozetka.com.ua/blenders/c80155/,Бытовая техника
"
Блинницы
",https://bt.rozetka.com.ua/blinnitsy/c102312/,Бытовая техника
"
Вакуумные упаковщики
",https://bt.rozetka.com.ua/4625487/c4625487/,Бытовая техника
"
Кофемолки
",https://bt.rozetka.com.ua/coffee_grinders/c80143/,Бытовая техника
"
Кулеры для воды
",https://bt.rozetka.com.ua/kulery-dlya-vody/c98002/,Бытовая техника
"
Ломтерезки
",https://bt.rozetka.com.ua/slicers/c80144/,Бытовая техника
"
Маринаторы
",https://bt.rozetka.com.ua/219954/c219954/,Бытовая техника
"
Морозильные камеры
",https://bt.rozetka.com.ua/freezers/c80203/,Бытовая техника
"
Тостеры
",https://bt.rozetka.com.ua/toasters/c80145/,Бытовая техника
"
Пароварки
",https://bt.rozetka.com.ua/steam_cookers/c80157/,Бытовая техника
"
Весы кухонные
",https://bt.rozetka.com.ua/kitchen_scales/c80148/,Бытовая техника
"
Пеновзбиватели
",https://bt.rozetka.com.ua/penovzbivateli/c2118637/,Бытовая техника
"
Йогуртницы и мороженицы
",https://bt.rozetka.com.ua/yogurt_icecream_machines/c80179/,Бытовая техника
"
Фритюрницы
",https://bt.rozetka.com.ua/deep_fryers/c80150/,Бытовая техника
"
Хлебопечки
",https://bt.rozetka.com.ua/breadmakers/c80154/,Бытовая техника
"
Холодильники
",https://bt.rozetka.com.ua/refrigerators/c80125/,Бытовая техника
"
Электрические печи
",https://bt.rozetka.com.ua/electric_ovens/c80142/,Бытовая техника
"
Яйцеварки
",https://bt.rozetka.com.ua/yaytsevarki/c1948582/,Бытовая техника
"
Посуда
",https://rozetka.com.ua/posuda-dlia-kuhni/c4626594/,Бытовая техника
"
Прочая мелкая техника
",https://bt.rozetka.com.ua/prochaya-melkaya-tehnika/c123281/,Бытовая техника
"
Аксессуары для кухонной техники
",https://rozetka.com.ua/4625959/c4625959/,Бытовая техника
"
Бойлеры
",https://bt.rozetka.com.ua/boilers/c80131/,Бытовая техника
"
Смесители
",https://bt.rozetka.com.ua/mixer_taps/c80706/,Бытовая техника
"
Ванны
",https://bt.rozetka.com.ua/vanny/c116902/,Бытовая техника
"
Кухонные мойки 
",https://bt.rozetka.com.ua/kuhonnye-moyki/c113805/,Бытовая техника
"
Гидромассажные боксы
",https://bt.rozetka.com.ua/gidromassajnye-vanny/c110262/,Бытовая техника
"
Унитазы
",https://bt.rozetka.com.ua/unitazy/c126964/,Бытовая техника
"
Душевые гарнитуры
",https://bt.rozetka.com.ua/dushevye-garnitury/c116943/,Бытовая техника
"
Пылесосы
",https://bt.rozetka.com.ua/vacuum_cleaners/c80158/,Бытовая техника
"
Швейная техника и аксессуары
",https://rozetka.com.ua/shveynaya-teznika-i-aksessuari/c4629564/,Бытовая техника
"
Утюги и гладильные системы
",https://bt.rozetka.com.ua/irons/c80161/,Бытовая техника
"
Пароочистители
",https://bt.rozetka.com.ua/steam_cleaners/c80151/,Бытовая техника
"
Мойки и подметальные машины
",https://bt.rozetka.com.ua/moyki-i-podmetalnye-mashiny/c453124/,Бытовая техника
"
Машинки для стрижки катышков
",https://bt.rozetka.com.ua/mashinki-dlya-strijki-katyshkov/c3495687/,Бытовая техника
"
Уничтожители насекомых
",https://bt.rozetka.com.ua/unichtojiteli-nasekomyh/c2001407/,Бытовая техника
"
Электросушилки для одежды и обуви
",https://rozetka.com.ua/4626183/c4626183/,Бытовая техника
"
Аксессуары к товарам по уходу за домом и одеждой
",https://rozetka.com.ua/4626138/c4626138/,Бытовая техника
"
Средства для стирки
",https://rozetka.com.ua/sredstva-dlya-stirki/c4625084/,Бытовая техника
"
Средства для мытья посуды
",https://rozetka.com.ua/sredstva-dlya-posudy/c4625091/,Бытовая техника
"
Средства для уборки
",https://rozetka.com.ua/sredstva-dlya-uborki/c4625077/,Бытовая техника
"
Средства по уходу за техникой
",https://rozetka.com.ua/sredstva-dlya-tehniki/c4625098/,Бытовая техника
"
Большие упаковки, HoReCa
",https://rozetka.com.ua/cleaning-horeca/c4625133/,Бытовая техника
"
Уход за изделиями из драгоценных металлов
",https://rozetka.com.ua/uhod-za-dragmetallami/c4625119/,Бытовая техника
"
Средства борьбы с насекомыми
",https://rozetka.com.ua/repellents/c1086704/,Бытовая техника
"
Хозяйственные товары
",https://rozetka.com.ua/hoziaystvennie-tovary/c4394353/,Бытовая техника
"
Уборка после ремонта
",https://rozetka.com.ua/uborka-posle-remonta/c4625112/,Бытовая техника
"
Средства для уличной зоны
",https://rozetka.com.ua/sredstva-dlya-ulitsy/c4625126/,Бытовая техника
"
Химия для бассейнов и систем отопления
",https://rozetka.com.ua/khimiya-dlya-bassejnov-i-sistem-otopleniya/c4627694/,Бытовая техника
