,y,x
1383,ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
2984,ham,No break time one... How... I come out n get my stuff fr Ì_?
5552,ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
3250,ham,"IÛ÷ll leave around four, ok?"
3842,ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
1083,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
5065,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
1511,ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
1419,ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)"""
3013,ham,I might go 2 sch. Yar at e salon now v boring.
4177,ham,Two teams waiting for some players
4606,ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
584,ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
1252,ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
5174,ham,Water logging in desert. Geoenvironmental implications.
5212,ham,K.k.how is your business now?
153,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
3191,ham,Is ur paper today in e morn or aft?
4760,ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
4028,ham,"[Û_] anyway, many good evenings to u! s"
5339,ham,You'd like that wouldn't you? Jerk!
1049,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
427,ham,Any pain on urination any thing else?
1904,ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
2747,ham,Ya had just now.onion roast.
4991,ham,I'm hungry buy smth home...
4640,ham,Havent.
522,ham,Were gonna go get some tacos
5558,ham,"Sorry, I'll call later"
3280,ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
3270,spam,You have 1 new voicemail. Please call 08719181513.
5525,ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
1063,spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
1812,ham,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\"""""
5112,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
864,ham,Dude ive been seeing a lotta corvettes lately
3255,ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
4050,ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
3042,ham,Your bill at 3 is å£33.65 so thats not bad!
4905,ham,Will you come online today night
284,ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
4421,ham,MMM ... Fuck .... Merry Christmas to me
2992,ham,So i'm doing a list of buyers.
2125,ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
1850,ham,Then cant get da laptop? My matric card wif Ì_ lei... 
2013,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
4331,ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
2663,spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
4194,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
5265,ham,Gud ni8.swt drms.take care
1389,ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
4076,ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
2931,ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
5568,ham,Will Ì_ b going to esplanade fr home?
201,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
989,ham,Ugh. Gotta drive back to sd from la. My butt is sore.
2035,ham,Simply sitting and watching match in office..
3716,ham,I'm gonna rip out my uterus.
5368,spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
606,spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
38,ham,Anything lor... U decide...
286,ham,Ok..
1873,spam,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on
4660,ham,Ok no prob...
4983,spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
5470,ham,I thought slide is enough.
4649,ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
1245,ham,Hello which the site to download songs its urgent pls
3039,ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
2019,ham,From tomorrow onwards eve 6 to 3 work.
4217,ham,Actually i'm waiting for 2 weeks when they start putting ad.
3898,ham,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... 
1764,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
2559,ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
4060,ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
473,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
3430,ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
4363,ham,So what about you. What do you remember
1784,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
1115,ham,So lets make it saturday or monday as per convenience.
3243,ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
4392,spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
1994,ham,Have you been practising your curtsey?
3017,ham,I didn't get the second half of that message
2904,ham,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
1922,ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
2331,ham,At home by the way
3385,ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
4122,ham,"Cool, want me to go to kappa or should I meet you outside mu"
2887,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
1698,spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
822,spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
4360,ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
1673,spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
2499,ham,Yup i've finished c Ì_ there...
4710,ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
262,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
4465,ham,Hey u still at the gym?
4555,ham,Gettin rdy to ship comp
3028,ham,What is your record for one night? :)
2586,ham,If you don't respond imma assume you're still asleep and imma start calling n shit
3273,ham,Thanx a lot...
3975,ham,I wish u were here. I feel so alone
3904,spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
2435,ham,Oh ya ya. I remember da. .
3413,ham,No pic. Please re-send.
1043,ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?
1845,ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
422,ham,Siva is in hostel aha:-.
2813,ham,"Alright if you're sure, let me know when you're leaving"
3592,ham,"Sorry, I'll call later"
3415,ham,Uhhhhrmm isnt having tb test bad when youre sick
4865,ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
2290,ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
3146,ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
5383,ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
1023,ham,May i call You later Pls
1944,ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
2697,ham,Can you use foreign stamps for whatever you send them off for? 
2624,ham,S da..al r above  &lt;#&gt;
5411,ham,I ask if u meeting da ge tmr nite...
566,ham,Oooh bed ridden ey? What are YOU thinking of?
4306,ham,I guess it is useless calling u 4 something important.
3908,ham,Serious? What like proper tongued her
3034,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
410,ham,Come by our room at some point so we can iron out the plan for this weekend
5448,ham,"aight we can pick some up, you open before tonight?"
644,ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week
137,ham,No no. I will check all rooms befor activities
2833,ham,U sick still can go shopping?
1056,ham,Then u drive lor.
66,ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
4347,ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
60,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
300,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
1185,ham,Annoying isn't it.
3584,ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
2056,ham,.Please charge my mobile when you get up in morning.
2039,ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
872,ham,I'll text you when I drop x off
4099,ham,I not at home now lei...
3527,spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
922,ham,It shall be fine. I have avalarr now. Will hollalater
